Freebase Player Key	Player Name	Freebase Nationality Key	Nationality	Freebase relation
 	Rexhep Bahtiri	m.0d0vqn	Sweden	people.person.nationality
 	Dassayev	m.015fr	Brazil	people.person.nationality
 	Todor Barzov	m.015qh	Bulgaria	people.person.nationality
 	Yusuke Ueda	m.03_3d	Japan	people.person.nationality
 	PÃ©ter Beke	m.03gj2	Hungary	people.person.nationality
 	Constant Junior	 	Cote d'Ivoire	people.person.nationality
 	Dogan Can Otman	m.01znc_	Turkey	people.person.nationality
 	Ahmad Al Shammari	m.047yc	Kuwait	people.person.nationality
 	Patryk Rybaczuk	m.0154j	Belgium	people.person.nationality
 	- Iaccarino	m.03rjj	Italy	people.person.nationality
 	Thore Meyer	m.0345h	Germany	people.person.nationality
 	Ralf Reichelt	m.0345h	Germany	people.person.nationality
 	BjÃ¶rn Andersson RÃ¶e	m.05b4w	Norway	people.person.nationality
 	Harrison Heath	m.02jx1	England	people.person.nationality
 	Borys Karas	m.05qhw	Poland	people.person.nationality
 	Omar Malik	m.05sb1	Pakistan	people.person.nationality
 	Mateusz Zawal	m.05qhw	Poland	people.person.nationality
 	Eirik StrÃ¶msnes	m.05b4w	Norway	people.person.nationality
 	Mario Brenter	m.0h7x	Austria	people.person.nationality
 	Hubert Antkowiak	m.05qhw	Poland	people.person.nationality
 	Andreas KrauÃŸ	m.0345h	Germany	people.person.nationality
 	Michal Jajkowski	m.05qhw	Poland	people.person.nationality
 	Raul Mendiola	m.0b90_r	Mexico	people.person.nationality
 	Havard Sjursaeter	m.05b4w	Norway	people.person.nationality
 	Xuso	m.06mkj	Spain	people.person.nationality
 	Harald Rampitsch	m.0h7x	Austria	people.person.nationality
 	Aleksei Dmitrijev	m.02kmm	Estonia	people.person.nationality
 	Ruben Filipe Da Costa	m.05r4w	Portugal	people.person.nationality
 	Guido Hammer	m.0345h	Germany	people.person.nationality
 	Pep Mas	m.06mkj	Spain	people.person.nationality
 	Dario Scardela	m.03rjj	Italy	people.person.nationality
 	Dejan Bizjak	m.06t8v	Slovenia	people.person.nationality
 	Bassiriki Ouattara	 	Cote d'Ivoire	people.person.nationality
 	Paris Bonte	m.0jdx	Albania	people.person.nationality
 	Jonathan VidallÃ©	m.06mzp	Switzerland	people.person.nationality
 	Sameer Raja	m.03__y	Jordan	people.person.nationality
 	Nurul Islam	m.06t2t	Singapore	people.person.nationality
 	Juri Borissenko	m.02kmm	Estonia	people.person.nationality
 	Micael Santos	m.05r4w	Portugal	people.person.nationality
 	CÃ©sar Serna	m.05v10	Paraguay	people.person.nationality
 	Ajeej Singh Sarkaria	m.0d060g	Canada	people.person.nationality
 	Valeri Zgibartsa	m.04w4s	Moldova	people.person.nationality
 	Ruifu Liang	m.0d05w3	China	people.person.nationality
 	Buta	m.05r4w	Portugal	people.person.nationality
 	Gesim Voca	m.02vzc	Finland	people.person.nationality
 	Marin Popovic	m.0166b	Bosnia and Herzegovina	people.person.nationality
 	Gonzalo Escalante	m.0jgd	Argentina	people.person.nationality
 	Arne Hampel	m.0345h	Germany	people.person.nationality
 	Arjan Qollaku	m.06mzp	Switzerland	people.person.nationality
 	Ron Webster	m.02jx1	England	people.person.nationality
 	Sam MacLean	m.06q1r	Scotland	people.person.nationality
 	Igor Mihhailov	m.02kmm	Estonia	people.person.nationality
 	Roland MÃ¼ller	m.0345h	Germany	people.person.nationality
 	Janis Pastars	m.04g5k	Latvia	people.person.nationality
 	Gabriel Tomassini	m.0jgd	Argentina	people.person.nationality
 	Maciej Duma	m.05qhw	Poland	people.person.nationality
 	Horst Jungmann	m.0345h	Germany	people.person.nationality
 	Giacomo Salerno	m.03rjj	Italy	people.person.nationality
 	Michael Michels	m.0345h	Germany	people.person.nationality
 	Steffen Tille	m.0345h	Germany	people.person.nationality
 	Christopher Marat	m.0h7x	Austria	people.person.nationality
 	Johann Brunner	m.0h7x	Austria	people.person.nationality
 	Kirkor Konstantellos	m.035qy	Greece	people.person.nationality
 	Tetsuya Sadou	m.03_3d	Japan	people.person.nationality
 	Xu Han	m.0d05w3	China	people.person.nationality
 	Bo Ding	m.0d05w3	China	people.person.nationality
 	Narek Harutyunyan	m.0jgx	Armenia	people.person.nationality
 	Ismail Souriste	m.04wgh	Morocco	people.person.nationality
 	Kim Kvaalen	m.05b4w	Norway	people.person.nationality
 	Dmitri Vlasov	m.06bnz	Russia	people.person.nationality
 	JosÃ© Barrios	m.0b90_r	Mexico	people.person.nationality
 	Dennis Grimm	m.0345h	Germany	people.person.nationality
 	Bilal GÃ¼ndogdu	m.01znc_	Turkey	people.person.nationality
 	Henning HÃ¶ppner	m.0345h	Germany	people.person.nationality
 	Hugo Barate	m.07twz	Uruguay	people.person.nationality
 	Pablo RodrÃ­guez	m.01p8s	Costa Rica	people.person.nationality
 	Vedat Muriqi	m.0jdx	Albania	people.person.nationality
 	Ã“scar Artetxe	m.06mkj	Spain	people.person.nationality
 	Hun Jeon	m.06qd3	South Korea	people.person.nationality
 	Zouhair Omar Idriss	m.04wgh	Morocco	people.person.nationality
 	Edis Agelius	m.0d0vqn	Sweden	people.person.nationality
 	Gard Ragnar Killingberg	m.05b4w	Norway	people.person.nationality
 	Arif GÃ¼ner	m.01znc_	Turkey	people.person.nationality
 	Tor Inge JÃ¶rgensen	m.05b4w	Norway	people.person.nationality
 	Norbert Kronberger	m.0h7x	Austria	people.person.nationality
 	David Eyres	m.02jx1	England	people.person.nationality
 	Marco Didu	m.03rjj	Italy	people.person.nationality
 	Andrea Bongiovanni	m.03rjj	Italy	people.person.nationality
 	Giovanni Albanese	m.03rjj	Italy	people.person.nationality
 	Cedric Dziabas	m.0345h	Germany	people.person.nationality
 	Ben McFarlane-Barnes	m.02jx1	England	people.person.nationality
 	Seremaia Koroi	m.02wt0	Fiji	people.person.nationality
 	Henrik Nalbandyan	m.0jgx	Armenia	people.person.nationality
 	Martin Appetz	m.0345h	Germany	people.person.nationality
 	Bernhard Leitner	m.0h7x	Austria	people.person.nationality
 	Bernhard Leitner	m.0h7x	Austria	people.person.nationality
 	Richairo Zivkovic	m.059j2	Netherlands	people.person.nationality
 	Stefan Benz	m.0345h	Germany	people.person.nationality
 	Zhiwen Xue	m.0d05w3	China	people.person.nationality
 	Mehmet Tekin	m.01znc_	Turkey	people.person.nationality
 	Ken Sema	m.0d0vqn	Sweden	people.person.nationality
 	Mats Olavesen	m.05b4w	Norway	people.person.nationality
 	Nikolai Nehlson	m.0345h	Germany	people.person.nationality
 	Ashot Khachatryan	m.0jgx	Armenia	people.person.nationality
 	Steve Tunga	m.0345h	Germany	people.person.nationality
 	Nejc Stres	m.06t8v	Slovenia	people.person.nationality
 	Jianjia Xiao	m.0d05w3	China	people.person.nationality
 	Ricar	m.06mkj	Spain	people.person.nationality
 	Erich Pusch	m.0h7x	Austria	people.person.nationality
 	Akmal Tursunbaev	m.07t_x	Uzbekistan	people.person.nationality
 	Oddmund Vaagsholm	m.05b4w	Norway	people.person.nationality
 	Steven McGinty	m.06q1r	Scotland	people.person.nationality
 	Jordan Cox	m.02jx1	England	people.person.nationality
 	Nikita Zotjev	m.06bnz	Russia	people.person.nationality
 	Asil Kaan GÃ¼ler	m.01znc_	Turkey	people.person.nationality
 	Zafer Ã–ger	m.01znc_	Turkey	people.person.nationality
 	JÃ¶rg Stenz	m.0345h	Germany	people.person.nationality
 	Rifat Zhemaletdinov	m.06bnz	Russia	people.person.nationality
 	Thomas Fremo	m.05b4w	Norway	people.person.nationality
 	Mohammed Hameed	m.0d05q4	Iraq	people.person.nationality
 	Heiko Leinhos	m.0345h	Germany	people.person.nationality
 	Jakub Kubek	m.01mjq	Czech Republic	people.person.nationality
 	Eirik Flatjord	m.05b4w	Norway	people.person.nationality
 	Marcel Herbst	m.0345h	Germany	people.person.nationality
 	G. Battista Ghezzi	m.03rjj	Italy	people.person.nationality
 	Navid Ahmad	m.0345h	Germany	people.person.nationality
 	Ivan Scoreico	m.04w4s	Moldova	people.person.nationality
 	Aliou Traore	m.0f8l9c	France	people.person.nationality
 	Kim Havard Simonsen	m.05b4w	Norway	people.person.nationality
 	Mauricio Trillos	m.01ls2	Colombia	people.person.nationality
 	Henrik Bahlmann	m.0345h	Germany	people.person.nationality
 	Esteban Santana	m.01p8s	Costa Rica	people.person.nationality
 	Hidayet Tatar	m.01znc_	Turkey	people.person.nationality
 	Kevin Saks	m.0345h	Germany	people.person.nationality
 	Fernando da Silva	m.015fr	Brazil	people.person.nationality
 	Paul Pawlek	m.0h7x	Austria	people.person.nationality
 	Revazi Baramidze	m.0d0kn	Georgia	people.person.nationality
 	Gandarela	m.05r4w	Portugal	people.person.nationality
 	Ed Sanders	m.02jx1	England	people.person.nationality
 	Stefano Ciavattini	m.03rjj	Italy	people.person.nationality
 	V Ghanisheelan	m.06t2t	Singapore	people.person.nationality
 	Miguel Van Oudtshoorn	m.0hzlz	South Africa	people.person.nationality
 	Lorenzo Guerrero	m.03rjj	Italy	people.person.nationality
 	Andrej Markic	m.01pj7	Croatia	people.person.nationality
 	Lawrence NgomÃ© Ngoe	m.01nln	Cameroon	people.person.nationality
 	Thilo van Schwamen	m.0345h	Germany	people.person.nationality
 	Loys Tropia	m.06mzp	Switzerland	people.person.nationality
 	Carlos SÃ¡ez	m.016wzw	Peru	people.person.nationality
 	Giannis Pachipis	m.01ppq	Cyprus	people.person.nationality
 	Samed Eski	m.01znc_	Turkey	people.person.nationality
 	Zsolt IcsÃ³	m.03gj2	Hungary	people.person.nationality
 	Ziga Anzelj	m.06t8v	Slovenia	people.person.nationality
 	Nan Tao	m.0d05w3	China	people.person.nationality
 	ZezÃ© ProcÃ³pio â€ 	m.015fr	Brazil	people.person.nationality
 	Adam Deja	m.05qhw	Poland	people.person.nationality
 	Maurice Odipo	m.019rg5	Kenya	people.person.nationality
 	Dimitrios Kyrtegos	m.035qy	Greece	people.person.nationality
 	Galil Ben Senan	m.03spz	Israel	people.person.nationality
 	Dirk Ruprecht	m.0345h	Germany	people.person.nationality
 	Jhoaho Hinestroza	m.01ls2	Colombia	people.person.nationality
 	Jhoaho Hinestroza	m.01ls2	Colombia	people.person.nationality
 	Hyuk-Kwan Kwon	m.06qd3	South Korea	people.person.nationality
 	Christoffer Milde	m.0d0vqn	Sweden	people.person.nationality
 	Muhammet Fatih Caglin	m.01znc_	Turkey	people.person.nationality
 	Baidi Yi	m.0d05w3	China	people.person.nationality
 	Nathan Walker	m.02jx1	England	people.person.nationality
 	Mateusz Szmydt	m.05qhw	Poland	people.person.nationality
 	Philipp Maier	m.0345h	Germany	people.person.nationality
 	Patrick Burch	m.06mzp	Switzerland	people.person.nationality
 	Joe Bunney	m.02jx1	England	people.person.nationality
 	Radoslaw Florczyk	m.05qhw	Poland	people.person.nationality
 	Justin Petermann	m.0345h	Germany	people.person.nationality
 	Nicola Hauri	m.06mzp	Switzerland	people.person.nationality
 	Belal Qwaider	m.03__y	Jordan	people.person.nationality
 	Shaochen Dong	m.0d05w3	China	people.person.nationality
 	Michael Licciardi	m.06mzp	Switzerland	people.person.nationality
 	Alex Simovski	m.0bk25	Macedonia	people.person.nationality
 	Joe Maguire	m.02jx1	England	people.person.nationality
 	Kai Wang	m.0d05w3	China	people.person.nationality
 	Reno Piscopo	m.03rjj	Italy	people.person.nationality
 	Zainal Haq	m.03ryn	Indonesia	people.person.nationality
 	Wenxin Jin	m.0d05w3	China	people.person.nationality
 	Tal Kachila	m.03spz	Israel	people.person.nationality
 	Manuel Kowid	m.06nnj	Suriname	people.person.nationality
 	Metin Ayhan	m.01znc_	Turkey	people.person.nationality
 	Mile Pjaca	m.0166b	Bosnia and Herzegovina	people.person.nationality
 	Ulvi Ibazada	m.0jhd	Azerbaijan	people.person.nationality
 	Harald Ã–stervold	m.05b4w	Norway	people.person.nationality
 	Alexandros Maziotis	m.035qy	Greece	people.person.nationality
 	Dennis Sluyk	m.059j2	Netherlands	people.person.nationality
 	Eric Chidi Nwankwo	m.05cgv	Nigeria	people.person.nationality
 	Milos Satara	m.0166b	Bosnia and Herzegovina	people.person.nationality
 	Raoul Diela	 	Tahiti	people.person.nationality
 	Matthias GooÃŸ	m.0345h	Germany	people.person.nationality
 	Lars Bartel	m.0345h	Germany	people.person.nationality
 	Nemanja Markovic	m.077qn	Serbia	people.person.nationality
 	JÃ¶rg Weber	m.0345h	Germany	people.person.nationality
 	Leonardo ChÃ¡vez	m.0jgd	Argentina	people.person.nationality
 	Guillaume Khous	m.04j53	Liechtenstein	people.person.nationality
 	Alhaji Gero	m.05cgv	Nigeria	people.person.nationality
 	Vladimir Pokatilov	m.047lj	Kazakhstan	people.person.nationality
 	Jordan Rayot	m.06mzp	Switzerland	people.person.nationality
 	VÃ­ctor Alonso	m.06mkj	Spain	people.person.nationality
 	Mohammad Al Qabandi	m.047yc	Kuwait	people.person.nationality
 	Cun Wang	m.0d05w3	China	people.person.nationality
 	Kwame LeÃ³n	m.02k1b	Ecuador	people.person.nationality
 	Norbert Radkiewicz	m.05qhw	Poland	people.person.nationality
 	Morten Aarvik	m.05b4w	Norway	people.person.nationality
 	Oleg Kossenkov	m.02kmm	Estonia	people.person.nationality
 	Pierluigi Galasso	m.03rjj	Italy	people.person.nationality
 	Abdullah Tamac	m.01znc_	Turkey	people.person.nationality
 	Nico HernÃ¡ndez	m.07twz	Uruguay	people.person.nationality
 	Attapong Nooprom	m.07f1x	Thailand	people.person.nationality
 	Facundo Barcelo	m.07twz	Uruguay	people.person.nationality
 	Arden Tulino	m.03rjj	Italy	people.person.nationality
 	Guanghua Han	m.0d05w3	China	people.person.nationality
 	Jesse Waller-Lassen	m.02jx1	England	people.person.nationality
 	Detlef Helms	m.0345h	Germany	people.person.nationality
 	Ekiri Litekia	m.01rxw	Congo	people.person.nationality
 	Rhys Oates	m.02jx1	England	people.person.nationality
 	Aron Lynas	m.06q1r	Scotland	people.person.nationality
 	Tadeusz Malnowicz	m.05qhw	Poland	people.person.nationality
 	Oumarou NÃ©biÃ©	m.01699	Burkina Faso	people.person.nationality
 	Bartlomiej Kusnierz	m.05qhw	Poland	people.person.nationality
 	Lee Desmond	m.03rt9	Ireland	people.person.nationality
 	Lukas Will (II)	m.0345h	Germany	people.person.nationality
 	Geza Gallos â€ 	m.0h7x	Austria	people.person.nationality
 	Alhosain Elzagalmi	m.04gqr	Libya	people.person.nationality
 	Sandro Gantenbein	m.06mzp	Switzerland	people.person.nationality
 	Salulani Phiri	m.088vb	Zambia	people.person.nationality
 	Alvaro Diaz Rivera	m.0k6nt	Denmark	people.person.nationality
 	David Lawson	m.02jx1	England	people.person.nationality
 	Pavel Dolgov	m.06bnz	Russia	people.person.nationality
 	Paolino D'Amico	m.03rjj	Italy	people.person.nationality
 	Christian Huttner	m.0345h	Germany	people.person.nationality
 	Dan Chu	m.0d05w3	China	people.person.nationality
 	PÃ³l Joensen	m.02w9s	Faroe Islands	people.person.nationality
 	Deniz Boztepe	m.01znc_	Turkey	people.person.nationality
 	Jonathan Lopera	m.01ls2	Colombia	people.person.nationality
 	Yahia Coulibaly	m.04v09	Mali	people.person.nationality
 	Anders Karlsson	m.0d0vqn	Sweden	people.person.nationality
 	Walter Montoya	m.0jgd	Argentina	people.person.nationality
 	Dmitri Girisin	m.02kmm	Estonia	people.person.nationality
 	Weijun Zhang	m.0d05w3	China	people.person.nationality
 	Xueyi Yu	m.0d05w3	China	people.person.nationality
 	Maciej Balawender	m.05qhw	Poland	people.person.nationality
 	Steven Bergt	m.0345h	Germany	people.person.nationality
 	Lewis Clarkson	m.02jx1	England	people.person.nationality
 	Azan Jaya	m.06t2t	Singapore	people.person.nationality
 	Mario Dimitrov	m.015qh	Bulgaria	people.person.nationality
 	Guillermo Ã?lvarez	m.0jgd	Argentina	people.person.nationality
 	Dmitri Shovgenov	m.06bnz	Russia	people.person.nationality
 	Milan Kusalik	m.06npd	Slovakia	people.person.nationality
 	Jakob JÃ¤rnvall	m.0d0vqn	Sweden	people.person.nationality
 	Serhat AkyÃ¼n	m.01znc_	Turkey	people.person.nationality
 	Juhani TÃ¤hkÃ¤vuori	m.02vzc	Finland	people.person.nationality
 	Shervin Rezaie Jahromi	m.05b4w	Norway	people.person.nationality
 	Byeong Jun Yoon	m.06qd3	South Korea	people.person.nationality
 	Jan-Moritz HÃ¶ler	m.0345h	Germany	people.person.nationality
 	Ahmet Sezer	m.01znc_	Turkey	people.person.nationality
 	Allar Joandi	m.02kmm	Estonia	people.person.nationality
 	Jan Nordsletta	m.05b4w	Norway	people.person.nationality
 	Enrique Quishpe	m.02k1b	Ecuador	people.person.nationality
 	Jetmir Lakna	m.0gg9r39	Republic of Kosovo	people.person.nationality
 	Jan Filar	m.0h7x	Austria	people.person.nationality
 	Walter	m.015fr	Brazil	people.person.nationality
 	Alexis Zapata	m.01ls2	Colombia	people.person.nationality
 	Vladimir Kalajdzic	m.077qn	Serbia	people.person.nationality
 	Ali Abdullah Abdulrahman	m.0697s	Qatar	people.person.nationality
 	Humberto Soriano	m.09c7w0	United States of America	people.person.nationality
 	Adrien Pravata	m.03rjj	Italy	people.person.nationality
 	Christian SchÃ¤fer	m.0345h	Germany	people.person.nationality
 	Kai Schwitz	m.04g61	Luxembourg	people.person.nationality
 	AntÃ³nio Neto	m.0j4b	Angola	people.person.nationality
 	Ryosuke Kawano	m.03_3d	Japan	people.person.nationality
 	Aleksandr Satski	m.02kmm	Estonia	people.person.nationality
 	Joe Dodoo	m.02jx1	England	people.person.nationality
 	Jakub Steuer	m.05qhw	Poland	people.person.nationality
 	Nik Plavsic	m.06t8v	Slovenia	people.person.nationality
 	Tito	m.06mkj	Spain	people.person.nationality
 	Carlos OÃ±ate	m.01ls2	Colombia	people.person.nationality
 	Steffen Seifert	m.0345h	Germany	people.person.nationality
 	Dmytro Matvienko	m.07t21	Ukraine	people.person.nationality
 	Mart Loorits	m.02kmm	Estonia	people.person.nationality
 	Runar Blalid	m.05b4w	Norway	people.person.nationality
 	Rolando Aarons	m.02jx1	England	people.person.nationality
 	Oleg Lebedev	m.02kmm	Estonia	people.person.nationality
 	Oleg Lebedev	m.02kmm	Estonia	people.person.nationality
 	Adam Wingfield	m.04v3q	Malta	people.person.nationality
 	Imad Astiri	m.04wgh	Morocco	people.person.nationality
 	Dasaev	m.015fr	Brazil	people.person.nationality
 	Dmitri Stepanov	m.02kmm	Estonia	people.person.nationality
 	Andreas Kruse	m.0345h	Germany	people.person.nationality
 	Filip Rajevac	m.077qn	Serbia	people.person.nationality
 	Marcus Lopez	m.034tl	Guam	people.person.nationality
 	Tadeusz Nowak	m.05qhw	Poland	people.person.nationality
 	Tiro Tlhabanello	m.05bmq	Namibia	people.person.nationality
 	Juan Antonio Torrecilla	m.06mkj	Spain	people.person.nationality
 	Mahmoud Nagy	m.02k54	Egypt	people.person.nationality
 	Krzysztof Napora	m.05qhw	Poland	people.person.nationality
 	Agron Ibraimi	m.0bk25	Macedonia	people.person.nationality
 	Frank Jaenecke	m.0345h	Germany	people.person.nationality
 	Dogan Koc	m.0h7x	Austria	people.person.nationality
 	Joel Andersson	m.0d0vqn	Sweden	people.person.nationality
 	Joel Andersson	m.0d0vqn	Sweden	people.person.nationality
 	Ersin CÃ¶gÃ¼r	m.01znc_	Turkey	people.person.nationality
 	Damiano Nocera	m.03rjj	Italy	people.person.nationality
 	Hisham Abdallah Said	m.019rg5	Kenya	people.person.nationality
 	Simon Sonesson	m.0d0vqn	Sweden	people.person.nationality
 	Raffael BÃ¶sch	m.06mzp	Switzerland	people.person.nationality
 	Kevin Tesche	m.0345h	Germany	people.person.nationality
 	Bernhard Brunner	m.0h7x	Austria	people.person.nationality
 	Olavi Aare Abel	m.02kmm	Estonia	people.person.nationality
 	Dominik Oehlers	m.0345h	Germany	people.person.nationality
 	Alberto Pignat	m.03rjj	Italy	people.person.nationality
 	Agon Misimi	m.06mzp	Switzerland	people.person.nationality
 	Borja Ã?lvarez	m.06mkj	Spain	people.person.nationality
 	Osama Mousa Aloun	m.0697s	Qatar	people.person.nationality
 	Haris Kadiric	m.0166b	Bosnia and Herzegovina	people.person.nationality
 	Miguel Olivencia Diez	m.06mkj	Spain	people.person.nationality
 	Martin Krasny	m.01mjq	Czech Republic	people.person.nationality
 	Geronimo Edigar	m.0j4b	Angola	people.person.nationality
 	Aleksandr Avakov	m.02kmm	Estonia	people.person.nationality
 	Marc de Val	m.06mkj	Spain	people.person.nationality
 	Esme Mends	m.035dk	Ghana	people.person.nationality
 	Ivan Markovic	m.077qn	Serbia	people.person.nationality
 	Duberley CayapÃº	m.01ls2	Colombia	people.person.nationality
 	Andre Kolbe	m.0345h	Germany	people.person.nationality
 	Urmas Sorga	m.02kmm	Estonia	people.person.nationality
 	Herbert Rettensteiner	m.0h7x	Austria	people.person.nationality
 	Lee Durrie	m.06q1r	Scotland	people.person.nationality
 	Fernando Tantoni	m.0jgd	Argentina	people.person.nationality
 	Markus Grajewski	m.0345h	Germany	people.person.nationality
 	Woo-Jae Choi	m.06qd3	South Korea	people.person.nationality
 	Danny Ellis	m.02jx1	England	people.person.nationality
 	Isaac Tetteh	m.035dk	Ghana	people.person.nationality
 	Daniel Petenko	m.02kmm	Estonia	people.person.nationality
 	Gilles Hausammann	m.06mzp	Switzerland	people.person.nationality
 	Ion Monasterio	m.06mkj	Spain	people.person.nationality
 	Jean Pierre Attard	m.04v3q	Malta	people.person.nationality
 	RenÃ© Flores	m.07ylj	Venezuela	people.person.nationality
 	Bekir Polat	m.0345h	Germany	people.person.nationality
 	Manuel Bollongino	m.0345h	Germany	people.person.nationality
 	Alberto JimÃ©nez	m.06mkj	Spain	people.person.nationality
 	Tanaboon Kesarat	m.07f1x	Thailand	people.person.nationality
 	Targo Kruuspan	m.02kmm	Estonia	people.person.nationality
 	Valentino Kasa	m.06mzp	Switzerland	people.person.nationality
 	Manuel Gullotta	m.03rjj	Italy	people.person.nationality
 	Jarle Belaska	m.05b4w	Norway	people.person.nationality
 	Tim	m.015fr	Brazil	people.person.nationality
 	Lukas Storz	m.06mzp	Switzerland	people.person.nationality
 	Francesco Tangredi	m.03rjj	Italy	people.person.nationality
 	IvÃ¡n Mena	m.01ls2	Colombia	people.person.nationality
 	Conor Shaughnessy	m.03rt9	Ireland	people.person.nationality
 	Damon Thomas	m.0j5g9	Wales	people.person.nationality
 	Stefan Roggelin	m.0345h	Germany	people.person.nationality
 	Rod Thomas	m.0j5g9	Wales	people.person.nationality
 	Thomas Kunze	m.0345h	Germany	people.person.nationality
 	Alexander Quaing	m.0345h	Germany	people.person.nationality
 	Juan GarcÃ­a	m.0jgd	Argentina	people.person.nationality
 	Sergiy Bolbat	m.07t21	Ukraine	people.person.nationality
 	Paolo Daniele Zanotti	m.06sff	San Marino	people.person.nationality
 	CÃ©sar Carrillo	m.01p8s	Costa Rica	people.person.nationality
 	Ingvald Sandvik Halgunset	m.05b4w	Norway	people.person.nationality
 	Lukasz Buczkowski	m.05qhw	Poland	people.person.nationality
 	Robin Johansson	m.0d0vqn	Sweden	people.person.nationality
 	Rimantas Skirmantas	m.04gzd	Lithuania	people.person.nationality
 	Martin Koncsag	m.03gj2	Hungary	people.person.nationality
 	Morris Manolo Ripa	m.03rjj	Italy	people.person.nationality
 	Aaron Mbimbe	m.01nln	Cameroon	people.person.nationality
 	Tom Hutchinson	m.06q1r	Scotland	people.person.nationality
 	Harun Begluk	m.05b4w	Norway	people.person.nationality
 	Matis JÃ¼rgen	m.02kmm	Estonia	people.person.nationality
 	Conrado	m.015fr	Brazil	people.person.nationality
 	Torgeir Lauten	m.05b4w	Norway	people.person.nationality
 	Cristhian Cuero	m.02k1b	Ecuador	people.person.nationality
 	Dmytro Kravchenko	m.07t21	Ukraine	people.person.nationality
 	Matheus	m.015fr	Brazil	people.person.nationality
 	Gustavo Gotti	m.0jgd	Argentina	people.person.nationality
 	Helmut Schubel â€ 	m.0h7x	Austria	people.person.nationality
 	Tony Havea	m.01n8qg	Solomon Islands	people.person.nationality
 	Evgeni Kudryashov	m.06bnz	Russia	people.person.nationality
 	Henning Larsen	m.05b4w	Norway	people.person.nationality
 	Alejandro Almada	m.0jgd	Argentina	people.person.nationality
 	Andreas Sauer	m.0345h	Germany	people.person.nationality
 	Michael Sarodnik	m.0345h	Germany	people.person.nationality
 	Aldo Gallo	m.03rjj	Italy	people.person.nationality
 	Waldemar Gancarczyk	m.05qhw	Poland	people.person.nationality
 	AdriÃ¡n Quipildor	m.0jgd	Argentina	people.person.nationality
 	Andreas Nyhaug	m.05b4w	Norway	people.person.nationality
 	Cataldo Graziano	m.03rjj	Italy	people.person.nationality
 	Yannick Smith	m.09c7w0	United States of America	people.person.nationality
 	Saleh Rateb	m.03__y	Jordan	people.person.nationality
 	Eduard Tamascov	m.04w4s	Moldova	people.person.nationality
 	Michael Stidl	m.0h7x	Austria	people.person.nationality
 	Michael Wirtz	m.0345h	Germany	people.person.nationality
 	Bernd Lippold	m.0345h	Germany	people.person.nationality
 	Resul Demiri	m.0gg9r39	Republic of Kosovo	people.person.nationality
 	Ali Khalaf	m.04hqz	Lebanon	people.person.nationality
 	Tomasz Swedrowski	m.05qhw	Poland	people.person.nationality
 	Vegard Holvik	m.05b4w	Norway	people.person.nationality
 	Jens Schmidt	m.0345h	Germany	people.person.nationality
 	Wolfgang Katzler	m.0h7x	Austria	people.person.nationality
 	Daniel Galindo	m.01ls2	Colombia	people.person.nationality
 	Nikolaos Marmaras	m.035qy	Greece	people.person.nationality
 	Haitian Wu	m.0d05w3	China	people.person.nationality
 	LoÃ¯c Solca	m.06mzp	Switzerland	people.person.nationality
 	Abdelfattah Said	m.02k54	Egypt	people.person.nationality
 	Denis Bega	m.06mzp	Switzerland	people.person.nationality
 	Florian PÃ©neveyre	m.06mzp	Switzerland	people.person.nationality
 	Milad Homayoni	m.03shp	Iran	people.person.nationality
 	Jae-Yong Jeong	m.06qd3	South Korea	people.person.nationality
 	Serkan YÃ¼ksel	m.01znc_	Turkey	people.person.nationality
 	Yi-Hung Chen	 	Chinese Taipei (Taiwan)	people.person.nationality
 	Hakan Celebi	m.01znc_	Turkey	people.person.nationality
 	Luis Loor	m.02k1b	Ecuador	people.person.nationality
 	Guilherme EspÃ­rito Santo	m.05r4w	Portugal	people.person.nationality
 	Enrico JÃ¼rgens	m.0345h	Germany	people.person.nationality
 	Michael GeÃŸner	m.0345h	Germany	people.person.nationality
 	Ã?lvaro GarcÃ­a	m.06mkj	Spain	people.person.nationality
 	Julian Tavares	m.03rjj	Italy	people.person.nationality
 	JosÃ© RamÃ³n	m.06mkj	Spain	people.person.nationality
 	Hakon RÃ¶nes	m.05b4w	Norway	people.person.nationality
 	Jordan Lorenzo	m.06mkj	Spain	people.person.nationality
 	Erik Olsson	m.0d0vqn	Sweden	people.person.nationality
 	Erik Olsson	m.0d0vqn	Sweden	people.person.nationality
 	Stefan Hasse	m.0345h	Germany	people.person.nationality
 	Senai Hagos	m.05b4w	Norway	people.person.nationality
 	Javi ArpÃ³n	m.06mkj	Spain	people.person.nationality
 	Oscar Lundin	m.0d0vqn	Sweden	people.person.nationality
 	Milosz Lewandowski	m.05qhw	Poland	people.person.nationality
 	Do-Hyung Kim	m.06qd3	South Korea	people.person.nationality
 	Maximilian Franz	m.0345h	Germany	people.person.nationality
 	Sergio Crespo	m.0hg5	Andorra	people.person.nationality
 	Semen Pomogaev	m.06bnz	Russia	people.person.nationality
 	Ionut Jugaru	m.06c1y	Romania	people.person.nationality
 	Mirko Galle	m.0345h	Germany	people.person.nationality
 	Bianor	m.015fr	Brazil	people.person.nationality
 	Edvard Johannes HevrÃ¶y	m.05b4w	Norway	people.person.nationality
 	Marcin Warcholak	m.05qhw	Poland	people.person.nationality
 	Nikolaos Flioukas	m.035qy	Greece	people.person.nationality
